source,destination,hamming_distance,fitts_ratio
27,83,21,5.249702949894329
27,84,22,4.016742556846346
27,85,23,5.367415391946251
27,86,24,4.126604471888605
27,87,25,5.4778122824369495
27,88,26,4.229987133484021
27,89,27,4.30051084380503
27,90,28,5.652171398138102
27,91,29,4.39399130171046
27,92,30,4.4579423741158255
27,93,31,5.8097341265993805
27,94,32,4.542967143654365
27,95,33,4.601313255542279
27,96,34,5.953078237775268
27,97,35,4.679122409141294
27,98,36,4.509956216433689
38,18,14,6.076336157780196
38,23,8,4.134845018248897
38,24,9,1.795471238205469
38,27,6,3.987337077399659
38,39,1,1.5849625007211563
38,40,2,1.3115861506659034
38,41,3,1.7999753916920067
38,42,4,2.1641886318931682
38,43,5,3.540568381362703
38,44,6,2.3818706353436445
38,130,5,2.0900322008624728
38,131,6,2.319277375307433
38,132,7,3.5580344438700875
38,133,8,2.478137603474034
38,134,9,3.7747719064762006
38,135,10,2.5065269489172755
38,137,5,0.7822780805233183
38,138,6,1.1093023070265047
38,139,7,2.453320960597851
38,140,8,1.7705213459252724
38,141,9,2.1309010622171862
38,142,10,3.5037153328257347
38,143,11,2.5236714308071697
38,144,12,2.572006949755241
38,100,8,2.2593866288186497
38,101,9,2.4842044939160832
38,102,10,2.5677868401907182
38,103,11,3.847447990113104
38,104,12,2.735896485390757
38,105,13,2.8730439979012585
38,106,14,3.0125539725805934
38,107,15,3.149049033555758
38,108,16,4.4930074897333245
38,109,17,3.329464323339682
38,110,18,3.4508231938518796
38,111,19,3.565259152113002
38,112,20,3.6730653061015732
38,113,21,5.025498177526875
38,114,22,3.8130003081895856
38,115,23,3.9067733842995436
38,116,24,5.259939483756428
38,117,25,4.029042125650823
38,118,26,5.382290524258984
38,119,27,4.142637499605659
38,120,28,5.495846372194934
38,121,29,4.248576250891243
38,122,30,4.320408917458762
38,123,31,4.3890352600570255
38,124,32,4.454710351381103
38,125,33,4.51766271262387
38,126,34,4.578097339482731
38,127,35,5.93062168066432
38,128,36,4.436518658080116
38,67,6,3.427918804813243
38,47,6,2.3306453119884716
38,48,7,2.554171090582463
38,49,8,3.7987857793882958
38,50,9,2.668898376691999
38,51,10,2.784427881550015
38,52,11,4.096218635345016
38,53,12,2.964671562259205
38,54,13,4.295455883526172
38,55,14,3.1480203532145343
38,56,15,4.489158322828276
38,57,16,3.323921261209824
38,58,17,4.670655417680067
38,59,18,3.488511737780042
38,60,19,3.5992235793153404
38,61,20,4.950275231677124
38,62,21,3.743393249198453
38,63,22,5.095493544014295
38,64,23,3.6652383161383235
38,69,7,2.463400520840243
38,70,8,2.6852162311947763
38,71,9,3.934306484033564
38,72,10,2.780698773905538
38,73,11,2.8796028320601956
38,74,12,2.99232046846977
38,75,13,3.1110519914858106
38,76,14,4.443365243530421
38,77,15,3.2770714639648952
38,78,16,3.3929190194847236
38,79,17,4.737739398131757
38,80,18,3.546825860753968
38,81,19,4.89501246165465
38,82,20,3.6909813922119095
38,83,21,5.041117883942558
38,84,22,3.8253755538084513
38,85,23,5.176635472633154
38,86,24,3.9505730932749787
38,87,25,5.302465307691976
38,88,26,4.06734448941208
38,89,27,4.146434959306667
38,90,28,5.498786472991234
38,91,29,4.250589230057593
38,92,30,4.321412778858501
38,93,31,5.673829017156369
38,94,32,4.415060418571627
38,95,33,4.478999485136765
38,96,34,5.831308230879499
38,97,35,4.563877528317507
38,98,36,4.400486671362775
39,18,14,6.047559884573266
39,23,8,4.123048807955684
39,24,9,1.1229643810760328
39,27,6,4.0042424495413265
39,38,1,0.7369655941662061
39,40,1,0.7625006862733437
39,41,2,1.4310498172674746
39,42,3,1.8861320354417213
39,43,4,3.2684888359259023
39,44,5,2.1844245711374275
39,130,5,2.112731194763096
39,131,6,2.278362081731748
39,132,7,3.4723303527835094
39,133,8,2.3777840751599095
39,134,9,3.6456371746268452
39,135,10,2.3865678319860018
39,137,5,1.0905323733541357
39,138,6,0.7867140578338327
39,139,7,1.9148950255499408
39,140,8,1.4209007299466796
39,141,9,1.8548789184379686
39,142,10,3.2298038574305648
39,143,11,2.3148156218457405
39,144,12,2.4020387656420783
39,100,8,2.276823592711245
39,101,9,2.4527523037870838
39,102,10,2.4984333007711084
39,103,11,3.7497370772027203
39,104,12,2.635851175494246
39,105,13,2.7646824668251777
39,106,14,2.9029770755458424
39,107,15,3.042179204944034
39,108,16,4.381821011338472
39,109,17,3.2292521373304943
39,110,18,3.3560583442037344
39,111,19,3.4759212769545105
39,112,20,3.588905146082679
39,113,21,4.940794867625521
39,114,22,3.7354652571676303
39,115,23,3.8335439087599084
39,116,24,5.1865770090494925
39,117,25,3.961207435118465
39,118,26,5.314429173956254
39,119,27,4.079561281688799
39,120,28,5.43280360199116
39,121,29,4.189702527705423
39,122,30,4.264252678228883
39,123,31,4.335375360139301
39,124,32,4.403348771671149
39,125,33,4.468422028962835
39,126,34,4.530818366223868
39,127,35,5.883438757406642
39,128,36,4.392205437670272
39,67,6,3.4052698163655655
39,47,6,2.3462672887312634
39,48,7,2.5259913412529347
39,49,8,3.739410347518814
39,50,9,2.595466602899567
39,51,10,2.6919763165042405
39,52,11,3.9871900372927356
39,53,12,2.861509864152541
39,54,13,4.182972740270764
39,55,14,3.045043731577293
39,56,15,4.381129112352894
39,57,16,3.225941583647945
39,58,17,4.569943181477519
39,59,18,3.3971452422797377
39,60,19,3.5127585362913765
39,61,20,4.862853850013837
39,62,21,3.663463789328368
39,63,22,5.015055599018976
39,64,23,3.592548224152191
39,69,7,2.476149167922547
39,70,8,2.662223836271239
39,71,9,3.8858232275873097
39,72,10,2.719247122790467
39,73,11,2.800246686219155
39,74,12,2.9029011345691824
39,75,13,3.0174707532233946
39,76,14,4.3423527014594
39,77,15,3.1837788860068224
39,78,16,3.3022146925381146
39,79,17,4.644144272614428
39,80,18,3.461162961121032
39,81,19,4.807678159844301
39,82,20,3.6108820459424376
39,83,21,4.960050311073872
39,84,22,3.7507381351070155
39,85,23,5.101441940621309
39,86,24,3.8810363620279436
39,87,25,5.2326184750394775
39,88,26,4.0024616770898565
39,89,27,4.0846130644432925
39,90,28,5.436873955062538
39,91,29,4.192660360068907
39,92,30,4.266032519780444
39,93,31,5.618453859508271
39,94,32,4.362920213063501
39,95,33,4.4289842667234005
39,96,34,5.781339640684694
39,97,35,4.516572697369362
39,98,36,4.355450664837839
40,18,14,6.021598102391264
40,23,8,4.119553670223907
40,24,9,0.0918916688134699
40,27,6,4.023766211152796
40,38,2,1.1747744011037082
40,39,1,1.471305718925589
40,41,1,1.0
40,42,2,1.5849625007211563
40,43,3,2.9751966089994277
40,44,4,1.983511877211431
40,130,5,2.1673226368047853
40,131,6,2.28075831326688
40,132,7,3.433390729305186
40,133,8,2.3124855086427574
40,134,9,3.5464914615938516
40,135,10,2.2866102609556522
40,137,5,1.4468646408330428
40,138,6,0.9371425016088455
40,139,7,1.5088407496416143
40,140,8,1.0625041813982696
40,141,9,1.5638795363931721
40,142,10,2.9377208477710477
40,143,11,2.101883486423584
40,144,12,2.2331115887787796
40,100,8,2.319381103961424
40,101,9,2.4545807630585443
40,102,10,2.460842741466823
40,103,11,3.682369055776279
40,104,12,2.558711954609532
40,105,13,2.673250511936673
40,106,14,2.806148955916027
40,107,15,2.9454153670792054
40,108,16,4.279644356322821
40,109,17,3.13706693207776
40,110,18,3.26846635877428
40,111,19,3.393183923308868
40,112,20,3.510935222603555
40,113,21,4.862133448023914
40,114,22,3.6636986170820545
40,115,23,3.7658415886491228
40,116,24,5.118680197127797
40,117,25,3.898613402793496
40,118,26,5.251768183200398
40,119,27,4.021476164495945
40,120,28,5.374723682131807
40,121,29,4.135595501837213
40,122,30,4.212714033556139
40,123,31,4.286192423380703
40,124,32,4.356331068930063
40,125,33,4.423398992415387
40,126,34,4.487637123453283
40,127,35,5.840342661797
40,128,36,4.351803565726527
40,67,6,3.399188992584185
40,47,6,2.3845879077707277
40,48,7,2.527625452143699
40,49,8,3.7132093006231033
40,50,9,2.549452801926164
40,51,10,2.6214967879275535
40,52,11,3.8975523792437077
40,53,12,2.773425070468386
40,54,13,4.083578162438104
40,55,14,2.9528582701828205
40,56,15,4.282736572152699
40,57,16,3.136422794739286
40,58,17,4.477071046860057
40,59,18,3.3129651782024667
40,60,19,3.4329041164271423
40,61,20,4.781825849352732
40,62,21,3.589589207251455
40,63,22,4.940548222651676
40,64,23,3.5254628566101482
40,69,7,2.507671078584211
40,70,8,2.6635519117336717
40,71,9,3.864679179352235
40,72,10,2.6813532587237887
40,73,11,2.7408967546705743
40,74,12,2.829608780617467
40,75,13,2.936806895506845
40,76,14,4.2529515312296695
40,77,15,3.1003574651370376
40,78,16,3.219993344591869
40,79,17,4.558490401486328
40,80,18,3.3827409492929292
40,81,19,4.727276146266892
